,bank,bank_name,bank_code,atm,atm_detail,address,ward,district,ward_level,district_level,unnamed,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,number_of_results,status
2224,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Bac Ha Noi,ATM,"Tru so CN : 441 Nguyen Van Linh, Phuc Dong, Long Bien, Ha Noi,Viet Nam",Phuong Phuc Dong,Quan Long Bien,Phuong,Quan ,383,"441 Nguyễn Văn Linh, Phúc Đồng, Long Biên, Hà Nội, Vietnam",21.0351293,105.9037847,ROOFTOP,ChIJj4YBOBKpNTER6g4C96W7ZMI,"bank,establishment,finance,point_of_interest",0,1,OK
2225,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Tru so CN 6 Ngo Quyen,Viet Nam",Phuong Ly Thai To,Quan Hoan Kiem,Phuong,Quan ,384,"6 Ngô Quyền, Phường 6, Quận 5, Thành phố Hồ Chí Minh, Vietnam",10.7525893,106.6705471,ROOFTOP,ChIJC1SMqv4udTERE9gpZZv3Wa8,street_address,0,1,OK
2226,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Da,ATM,"Tru so NHCT Dong Da 183 Nguyen Luong Bang, Dong Da, HN,Viet Nam",Phuong Quang Trung,Quan Dong Da,Phuong,Quan ,385,"183 Nguyễn Lương Bằng, Quang Trung, Đống Đa, Hà Nội, Vietnam",21.0139531,105.8276638,ROOFTOP,ChIJObiqan-rNTER_aB7SzNgMhQ,"atm,bank,establishment,finance,point_of_interest",0,1,OK
2227,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"Tru So NHNN Me Linh, Dai Thinh, Me Linh, Ha Noi,Viet Nam",Xa Dai Thinh,Huyen Me Linh,Xa,Huyen ,281,"Đại Thịnh, Mê Linh, Hanoi, Vietnam",21.1824207,105.7199107,GEOMETRIC_CENTER,ChIJH0XBzOz-NDERTZKcSMNqjR4,"establishment,point_of_interest",0,1,OK
2228,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Hoan Kiem,ATM,"Tru so Tong Cong ty Cong nghiep Hoa Chat Mo - Ngo 1, Pho Phan Dinh Giot,Viet Nam",Phuong Phuong Liet,Quan Thanh Xuan,Phuong,Quan ,386,"Ngõ 1 phố, Phan Đình Giót, Phương Liệt, Thanh Xuân, Hà Nội, Vietnam",20.9886833,105.837921,GEOMETRIC_CENTER,ChIJIwjVUWasNTER-C9Wr5Of8ZI,"establishment,point_of_interest",0,1,OK
2229,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thanh An,ATM,"Tru so UBND Huyen Quoc Oai - Khu Hanh Chinh Huyen Quoc Oai,Viet Nam",Thi tran Quoc Oai,Huyen Quoc Oai,Thi tran,Huyen ,387,"Quốc Oai, Hanoi, Vietnam",20.9904929,105.6407963,GEOMETRIC_CENTER,ChIJq6qqah1RNDER8jFh14265RU,"establishment,local_government_office,point_of_interest",0,1,OK
2230,MB,Ngan hang TMCP Quan Doi,21,"ATM Trung doan 102, su doan 308",ATM,"Trung doan 102, Xa Phu Man, Quoc Oai, Ha Noi,Viet Nam",Xa Phu Man,Huyen Quoc Oai,Xa,Huyen ,417,"Unnamed Road, Phú Mãn, Quốc Oai, Hà Nội, Vietnam",20.9623151,105.5337544,GEOMETRIC_CENTER,ChIJKZ-LjqlbNDERxDdV1cTCE3o,"establishment,point_of_interest,school",0,1,OK
2231,MB,Ngan hang TMCP Quan Doi,21,ATM Trung doan 280,ATM,"Trung doan 280, Ngo 585 Nguyen Van Linh, Sai Dong, Long Bien, Ha Noi,Viet Nam",Phuong Sai Dong,Quan Long Bien,Phuong,Quan ,418,"Nguyễn Văn Linh, TT. Sài Đồng, Long Biên, Hà Nội, Vietnam",21.0314229,105.9125273,GEOMETRIC_CENTER,ChIJFWYDFhqpNTERigohzmQlBIo,"establishment,point_of_interest,premise",0,1,OK
2232,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Anh,ATM,"Trung doan 87, xa Phu Linh,Viet Nam",Xa Phu Linh,Huyen Soc Son,Xa,Huyen ,388,"Phù Linh, Sóc Sơn, Hà Nội, Vietnam",21.2802077,105.8466437,APPROXIMATE,ChIJ4_5yjzEDNTER7mLiAQNeHKk,"political,sublocality,sublocality_level_1",0,1,OK
2233,MB,Ngan hang TMCP Quan Doi,21,ATM Trung Doan 916,ATM,"Trung Doan 916, Hoa Lac, Thi xa Son Tay Ha Noi,Viet Nam",Xa Co Dong,Thi xa Son Tay,Xa,Thi xa ,419,"Hòa Lạc, Thạch Thất, Hà Nội, Vietnam",20.9891204,105.5210607,APPROXIMATE,ChIJ2Q0A1XRbNDERuYRUo8QM8Hg,"neighborhood,political",0,1,OK
2234,LienVietPostBank,Ngan hang TMCP Buu dien Lien Viet,19,PGD Long Bien ,ATM,"Trung Doan 918, P.Phuc Dong, Q.Long Bien, TP.Ha Noi ,Viet Nam",Phuong Phuc Dong,Quan Long Bien,Phuong,Quan ,429,"138 ĐCT Hà Nội - Bắc Giang, Phúc Đồng, Long Biên, Hà Nội, Vietnam",21.0352359,105.9033987,ROOFTOP,ChIJgfdPRBKpNTERfKRCu8IHp_c,"establishment,point_of_interest",0,1,OK
2235,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Toa nha 17T4 ATM,ATM,"Trung Hoa Nhan Chinh, Cau Giay, HN,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,496,"Trung Hoà, Cầu Giấy, Hanoi, Vietnam",21.0101531,105.7988345,APPROXIMATE,ChIJbz9hIKGsNTERICI4KhW4qhE,"political,sublocality,sublocality_level_1",0,1,OK
2236,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thanh Xuan,ATM,"Trung tam dao tao chung khoan nha nuoc, Duong Luong The Vinh,Viet Nam",Phuong Trung Van,Quan Nam Tu Liem,Phuong,Quan ,389,"234 Lương Thế Vinh, Trung Văn, Từ Liêm, Hà Nội, Vietnam",20.9928143,105.7955685,ROOFTOP,ChIJueYVtbmsNTERzV1iYSWZ_7s,"establishment,point_of_interest",0,1,OK
2237,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN KCN Quang Minh,ATM,"Trung tam Hanh chinh,Viet Nam",Xa Dai Thinh,Huyen Me Linh,Xa,Huyen ,390,"24 Đ. Trần Phú, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",16.0767074,108.2229819,ROOFTOP,ChIJTZV8WToYQjER8dD77Ei90ic,"establishment,local_government_office,point_of_interest",550000,1,OK
2238,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Ha Noi,ATM,"Trung tam kiem soat duong dai Ha Noi - Pho Lam Ha,Viet Nam",Phuong Bo De,Quan Long Bien,Phuong,Quan ,391,"Phố Lâm Hạ, Bồ Đề, Long Biên, Hà Nội, Vietnam",21.0398488,105.8830574,GEOMETRIC_CENTER,ChIJ135Da3upNTERUAZKBEJo73Y,"establishment,point_of_interest",0,1,OK
2239,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"Trung Tam Thi Tran Soc Son,Viet Nam",Thi tran Soc Son,Huyen Soc Son,Thi tran,Huyen ,282,"164 Đường Núi Đôi, Phù Linh, Sóc Sơn, Hà Nội, Vietnam",21.2571115,105.86061,ROOFTOP,ChIJg_mrImkDNTERqnFdmF9vISE,"establishment,point_of_interest,school",0,1,OK
2240,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,151008 - ATM - BIDV CHI NHANH THANH DO,ATM,"TRUNG TAM THUONG MAI AEON MALL SO 27 DUONG CO LINH,Viet Nam",Phuong Long Bien,Quan Long Bien,Phuong,Quan ,430,"27 Đ. Cổ Linh, Long Biên, Hà Nội, Vietnam",21.0267986,105.9006428,ROOFTOP,ChIJNz9FhWqpNTEROakgr0rjnAM,"establishment,point_of_interest,shopping_mall",0,1,OK
2241,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Trung tam thuong mai Lotte 54 Lieu Giai (Tang 4),Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,392,"54 Liễu Giai, Cống Vị, Ba Đình, Hà Nội 117000, Vietnam",21.0320799,105.8125956,ROOFTOP,ChIJ4cec9WyrNTERjlkoX2WCg-k,"establishment,point_of_interest,shopping_mall",117000,1,OK
2242,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Trung tam thuong mai Lotte 54 Lieu Giai (Tang ham),Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,393,"54 Liễu Giai, Cống Vị, Ba Đình, Hà Nội 117000, Vietnam",21.0320799,105.8125956,ROOFTOP,ChIJ4cec9WyrNTERjlkoX2WCg-k,"establishment,point_of_interest,shopping_mall",117000,1,OK
2243,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Trung tam thuong mai Lotte Max 229 Tay Son,Viet Nam",Phuong Nga Tu So,Quan Dong Da,Phuong,Quan ,394,"229 Tây Sơn, Ngã Tư Sở, Đống Đa, Hà Nội, Vietnam",21.0063303,105.8231793,ROOFTOP,ChIJx_Sk2IOsNTEROop4NTaK3_s,"establishment,food,point_of_interest,restaurant",0,1,OK
2244,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM so 2 Hoa Lu,ATM,"Trung tam trien lam van hoa nghe thuat, so 2 Hoa Lu, Quan Hai Ba Trung, Ha Noi|24/7||,Viet Nam",Phuong Le Dai Hanh,Quan Hai Ba Trung,Phuong,Quan ,420,"2, Phố Hoa Lư, Lê Đại Hành, Hai Bà Trưng, Hà Nội, Vietnam",21.0105137,105.8476013,ROOFTOP,ChIJZZ5aNoqrNTERWvsW_uAbNO0,"establishment,point_of_interest",0,1,OK
2245,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Ba Dinh,ATM,"Truong can bo Thuong mai TU, 193 Vinh Hung,,Viet Nam",Phuong Vinh Hung,Quan Hoang Mai,Phuong,Quan ,395,"193 Vĩnh Hưng, Hoàng Mai, Hà Nội, Vietnam",20.9888274,105.8769216,ROOFTOP,ChIJQQDyQ6euNTERVEn_q6b9TLo,"establishment,point_of_interest,school",0,1,OK
2246,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,116002 - ATM Truong Cao dang Cong nghe,ATM,"Truong Cao dang Cong nghe,Xa Tan Lap,Huyen Dan Phuong, Thanh pho Ha No,Viet Nam",Xa Tan Lap,Huyen Dan Phuong,Xa,Huyen ,431,"252 Đường Hạ Hội, Tân Lập, Đan Phượng, Hà Nội, Vietnam",21.0873802,105.7186955,ROOFTOP,ChIJtThi0L1VNDER87Yinpwdtzk,"establishment,point_of_interest,school",0,1,OK
2247,Ocean Bank,Ngan hang TNHH MTV Dai Duong,25,ATM Gia Lam,ATM,"Truong Cao dang Cong nghiep Det may thoi trang Ha Noi, Le Chi, Gia Lam, Ha Noi,Viet Nam",Xa Le Chi,Huyen Gia Lam,Xa,Huyen ,421,"Lệ Chi, Gia Lâm, Hanoi, Vietnam",21.0375228,106.0117182,GEOMETRIC_CENTER,ChIJb-pz7FSmNTER_Irlq_uoJjw,"establishment,point_of_interest,university",0,1,OK
2248,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Hoang Mai,ATM,"Truong Cao Dang truyen hinh, 137 Tran Phu, thi tran Truong Tin, Ha Noi,Viet Nam",Thi tran Thuong Tin,Huyen Thuong Tin,Thi tran,Huyen ,396,"71, xóm Hạ, Thường Tín, Hà Nội, Vietnam",20.8680461,105.8567203,GEOMETRIC_CENTER,ChIJU09ItzSyNTERUlgXl_bpLbc,"establishment,point_of_interest,university",0,1,OK
2249,Ocean Bank,Ngan hang TNHH MTV Dai Duong,25,ATM Le Chi,ATM,"Truong CD Det may thoi trang , Le Chi , Gia Lam , Ha Noi,Viet Nam",Xa Le Chi,Huyen Gia Lam,Xa,Huyen ,422,"Lệ Chi, Gia Lâm, Hanoi, Vietnam",21.0375228,106.0117182,GEOMETRIC_CENTER,ChIJb-pz7FSmNTER_Irlq_uoJjw,"establishment,point_of_interest,university",0,1,OK
2250,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Ha Noi,ATM,"Truong CDXD CTDT, Xa Yen Thuong, H Gia Lam, TP Ha Noi,Viet Nam",Xa Yen Thuong,Huyen Gia Lam,Xa,Huyen ,397,"Đường Yên Thường, Yên Thường, Gia Lâm, Hà Nội, Vietnam",21.0909213,105.9038975,GEOMETRIC_CENTER,ChIJR9ul6d6pNTERUqQC4qqcGCc,"establishment,point_of_interest,university",0,1,OK
2251,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Chuong Duong,ATM,"Truong Dai Hoc Cong Doan - 169 Tay Son, Quan Dong Da,Viet Nam",Phuong Quang Trung,Quan Dong Da,Phuong,Quan ,398,"169 Tây Sơn, Quang Trung, Đống Đa, Hà Nội, Vietnam",21.0094076,105.824661,ROOFTOP,ChIJCynm1n-rNTERBnw40sGm14s,"establishment,point_of_interest,university",0,1,OK
2252,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thanh Xuan,ATM,"Truong dai hoc Ha Noi, Km 9 Duong Nguyen Trai,Viet Nam",Phuong Van Quan,Quan Ha Dong,Phuong,Quan ,399,"Km 9 Nguyễn Trãi, Thanh Xuân Bắc, Nam Từ Liêm, Hà Nội, Vietnam",20.9887865,105.7956311,ROOFTOP,ChIJh0TVnrKtNTER17WHrl4DIr4,"establishment,point_of_interest,university",0,1,OK
2253,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,"126006 - ATM Truong Dai hoc Y Te Cong Cong, 1A Duc Thang, Phuong Duc Thang, Quan Bac Tu Liem, Ha Noi",ATM,"Truong Dai hoc Y Te Cong Cong, 1A Duc Thang, Phuong Duc Thang, Quan Bac Tu Liem, Ha Noi,Phuong Duc Thang,Quan Bac Tu Liem, Thanh pho Ha Noi,Viet Nam",Phuong Duc Thang,Quan Bac Tu Liem,Phuong,Quan ,432,"1A Đức Thắng, Đông Ngạc, Bắc Từ Liêm, Hà Nội, Vietnam",21.0821842,105.7799318,ROOFTOP,ChIJ9SvmRXSrNTER_YaosTugJBM,"establishment,point_of_interest,university",0,1,OK
2254,MB,Ngan hang TMCP Quan Doi,21,ATM Truong Day nghe 18,ATM,"Truong Day nghe 18, Thon Huynh Cung, xa Tam Hiep, huyen Thanh Tri, TP Ha Noi,Viet Nam",Xa Tam Hiep,Huyen Thanh Tri,Xa,Huyen ,423,"Huỳnh Cung, Tam Hiệp, Thanh Trì, Hà Nội, Vietnam",20.9524754,105.8268282,APPROXIMATE,ChIJQekgxgetNTERwYEFe-UJ5N0,"neighborhood,political",0,1,OK
2255,VIB,Ngan hang TMCP Quoc Te,41,ATM030,ATM,"Truong DH CN Giao Thong Van Tai – 54 Trieu Khuc – Phuong Thanh Xuan Nam – Quan Thanh Xuan – TP.Ha Noi,Viet Nam",Phuong Thanh Xuan Nam,Quan Thanh Xuan,Phuong,Quan ,480,"54 Phố Triều Khúc, Thanh Xuân Nam, Thanh Xuân, Hà Nội, Vietnam",20.984792,105.798832,ROOFTOP,ChIJX_nHvcasNTERR1KkQ2PG_1g,"establishment,point_of_interest,university",0,1,OK
2256,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Da,ATM,"Truong DH Giao thong van tai - Lang Thuong - Dong Da - HN,Viet Nam",Phuong Lang Thuong,Quan Dong Da,Phuong,Quan ,401,"Số 3 Cầu Giấy, Ngọc Khánh, Đống Đa, Hà Nội, Vietnam",21.0281545,105.8034205,ROOFTOP,ChIJ-f9QSkKrNTERX6TAcDZ_Or4,"establishment,point_of_interest,university",0,1,OK
2257,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"Truong DH KD va CN Ha Noi - 29A Vinh Tuy,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,402,"29A Ngõ 124 Phố Vĩnh Tuy, Thanh Long, Hai Bà Trưng, Hà Nội, Vietnam",20.9996916,105.8780228,ROOFTOP,ChIJgVvDF6quNTER3PgGL8--2Hk,"establishment,point_of_interest,university",0,1,OK
2258,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990116 - ATM - DH KHTN,ATM,"Truong DH KHTN - DH QGHN 334 Nguyen Trai,Viet Nam",Phuong Thanh Xuan Trung,Quan Thanh Xuan,Phuong,Quan ,433,"334 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.9958722,105.8079772,ROOFTOP,ChIJ5cDyDb-sNTER7aDhmGmmQNc,"establishment,point_of_interest,university",0,1,OK
2259,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Hai Ba Trung,ATM,"Truong DH XD Ha Noi, So 55 Duong Giai Phong,Viet Nam",Phuong Dong Tam,Quan Hai Ba Trung,Phuong,Quan ,403,"55 Giải Phóng, Đồng Tâm, Hai Bà Trưng, Hà Nội, Vietnam",21.0033135,105.8433207,ROOFTOP,ChIJFbQmMHesNTERiveJOGGLm0k,"establishment,point_of_interest,university",0,1,OK
2260,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Dong Da,ATM,"Truong DH Y Ha Noi - So 1 Ton That Tung - Dong Da - HN,Viet Nam",Phuong Kim Lien,Quan Dong Da,Phuong,Quan ,404,"1 Tôn Thất Tùng, Kim Liên, Đống Đa, Hà Nội 116001, Vietnam",21.0032314,105.8306924,ROOFTOP,ChIJI2P9M3ysNTERkvRf8lwgDZM,"establishment,point_of_interest,university",116001,1,OK
2261,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thang Long,ATM,"Truong DHSP Nghe thuat Trung uong - Km 9, Duong Nguyen Trai,Viet Nam",Phuong Van Quan,Quan Ha Dong,Phuong,Quan ,405,"18 Ngõ 55, P. Văn Quán, Hà Đông, Hà Nội, Vietnam",20.9831823,105.7946477,ROOFTOP,ChIJt6atzZasNTERrw5BJVC0e1o,"establishment,point_of_interest,university",0,1,OK
2262,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM Mam Non Ban Mai,ATM,"Truong Mam non Ban Mai, Khu do thi Van Quan, Ha Dong, Ha Noi|24/7||,Viet Nam",Phuong Van Quan,Quan Ha Dong,Phuong,Quan ,424,"Lô đất NT02, Đường 19/5, P. Văn Quán, Hà Đông, Hà Nội, Vietnam",20.9786986,105.7934865,GEOMETRIC_CENTER,ChIJ8xkh-s-sNTER8nY4gLS1ExQ,"establishment,point_of_interest,primary_school,school",0,1,OK
2263,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 17-19 Thuy Khue,ATM,"Truong Mam Non Chu Van An, so 17-19 Thuy Khue, Quan Ba Dinh, Ha Noi|24/7||,Viet Nam",Phuong Ngoc Ha,Quan Ba Dinh,Phuong,Quan ,425,"17 Thụy Khuê, Thuỵ Khuê, Tây Hồ, Hà Nội 100000, Vietnam",21.0422411,105.8311497,ROOFTOP,ChIJQ66UuaerNTER8xJ7HzqV1Pc,"establishment,point_of_interest,school",100000,1,OK
2264,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Nam Thang Long,ATM,"Truong MN Hoa Tra My,Viet Nam",Phuong Nhan Chinh,Quan Thanh Xuan,Phuong,Quan ,406,"Tòa nhà NT2, Trung Hòa Nhân Chính, Thanh Xuân, Hà Nội, Vietnam",21.0037996,105.8004444,GEOMETRIC_CENTER,ChIJCU-Bg6OsNTERHjmNAUx5t9Y,"establishment,point_of_interest,school",0,1,OK
2265,Ocean Bank,Ngan hang TNHH MTV Dai Duong,25,ATM Trung Van,ATM,"Truong Pho Thong Lien Cap Olympia, duong Trung Van, TH2 Khu Do thi Trung Van, xa Trung Van, Huyen Tu Liem, HN,Viet Nam",Phuong Trung Van,Quan Nam Tu Liem,Phuong,Quan ,426,"Trung Văn, Từ Liêm, Hà Nội, Vietnam",20.9913522,105.7905536,GEOMETRIC_CENTER,ChIJDeh5TLasNTERJxjr_-8aGMw,"establishment,point_of_interest,school",0,1,OK
2266,ANZ,Ngan hang TNHH MTV ANZ Viet Nam,4,ATM040,ATM,"Truong quoc te UNIS Khu do thi Ciputra, Phu Thuong Tay Ho Ha Noi,Viet Nam",Phuong Phu Thuong,Quan Tay Ho,Phuong,Quan ,462,"G9 Đ. Lạc Long Quân, Khu đô thị Ciputra, Tây Hồ, Hà Nội, Vietnam",21.0743052,105.8083592,ROOFTOP,ChIJ417ghumqNTERwmVZHFBrYXE,"establishment,point_of_interest,primary_school,school,secondary_school",0,1,OK
2267,MB,Ngan hang TMCP Quan Doi,21,ATM Truong Sy Quan Luc Quan I may 2,ATM,"Truong Sy quan Luc Quan 1, xa Co Dong, thi xa Son Tay, TP Ha Noi,Viet Nam",Xa Son Dong,Thi xa Son Tay,Xa,Thi xa ,427,"QL 21, Cổ Đông, Sơn Tây, Hà Nội, Vietnam",21.0542461,105.5125263,GEOMETRIC_CENTER,ChIJPe4SK1dZNDERJIhyT2PjYck,"establishment,point_of_interest,school,university",0,1,OK
2268,MB,Ngan hang TMCP Quan Doi,21,ATM Truong Sy Quan Phao Binh,ATM,"Truong Sy Quan Phao Binh, pho Thanh Vi, thi xa Son Tay, Thanh pho Ha Noi.,Viet Nam",Xa Thanh My,Thi xa Son Tay,Xa,Thi xa ,428,"Xã Thanh Mỹ, Thị Xã Sơn Tây, Thành Phố Hà Nội, P. Sơn Lộc, Sơn Tây, Hà Nội, Vietnam",21.1134857,105.4846538,GEOMETRIC_CENTER,ChIJFTelc0dfNDERq82SjdbZ774,"establishment,point_of_interest,school",0,1,OK
2269,ANZ,Ngan hang TNHH MTV ANZ Viet Nam,4,ATM059,ATM,"Truong Thuc Nghiem 52 Lieu Giai Ba Dinh Ha Noi,Viet Nam",Phuong Lieu Giai,Quan Ba Dinh,Phuong,Quan ,463,"50 Liễu Giai, Cống Vị, Ba Đình, Hà Nội, Vietnam",21.0330553,105.8128989,ROOFTOP,ChIJieuXuGyrNTERATU3NuKPZcY,"establishment,point_of_interest,school,secondary_school",0,1,OK
2270,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Thang Long,ATM,"TSCN - Toa nha vinaconex 9, KDT Me tri ha, Nam Tu liem, Ha noi,Viet Nam",Phuong Me Tri,Quan Nam Tu Liem,Phuong,Quan ,407,"Tầng 4 và 5, lô,khu đô thị Mễ Trì Hạ, phường Mễ Trì quận, HH2-2 Phạm Hùng, Mễ Trì, Nam Từ Liêm, Hà Nội, Vietnam",21.0155609,105.7828557,ROOFTOP,ChIJjb7FO1OrNTER_DD71-MKUKI,"establishment,general_contractor,point_of_interest,real_estate_agency",0,1,OK
2271,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"TT Dan Phuong - Dan Phuong - Ha Noi,Viet Nam",Xa Dan Phuong,Huyen Dan Phuong,Xa,Huyen ,283,"Đan Phượng, Hanoi, Vietnam",21.084855,105.6690963,APPROXIMATE,ChIJ5atFfan4NDERphABXc46Dvo,"administrative_area_level_2,political",0,10,OK
2272,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 01 Hoang Dao Thuy,ATM,"TT Dao tao CNTT & Truyen thong HN, So 1 Hoang Dao Thuy, Lo CC, Khu do thi Trung Hoa Nhan Chinh, Quan Thanh Xuan, Ha Noi, 24/7,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,429,"450 Serra Mall, Stanford, CA 94305, USA",37.4274745,-122.169719,ROOFTOP,ChIJneqLZyq7j4ARf2j8RBrwzSk,"establishment,point_of_interest,university",94305,1,OK
2273,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"TT Huan Luyen TTqghn, Tu Liem,Viet Nam",Phuong Phuong Canh,Quan Nam Tu Liem,Phuong,Quan ,284,"Nhổn, quận Nam, Xuân Phương, Từ Liêm, Hà Nội, Vietnam",21.0519737,105.7275859,GEOMETRIC_CENTER,ChIJLWD9RlpUNDERQ5a3xTbzyPY,"establishment,point_of_interest",0,2,OK
2274,Maritime Bank,Ngan hang TMCP Hang Hai,20,ATM 116 Doi Can,ATM,"TT KHHGD, so 116 Doi Can, Quan Ba Dinh, Ha Noi, 24/7,Viet Nam",Phuong Doi Can,Quan Ba Dinh,Phuong,Quan ,430,"116 Đội Cấn, Ba Đình, Hà Nội, Vietnam",21.0345926,105.8280275,ROOFTOP,ChIJdQo1kQqrNTERsoX_AbrBDBU,street_address,0,1,OK
2275,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"TT Lien Quan, Thach That, Ha Noi,Viet Nam",Thi tran Lien Quan,Huyen Thach That,Thi tran,Huyen ,285,"tt. Liên Quan, Thạch Thất, Hà Nội, Vietnam",21.0548585,105.578215,APPROXIMATE,ChIJCYGwzutZNDERWaHPTaTyAFQ,"political,sublocality,sublocality_level_1",0,1,OK
2276,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1364-CA huyen Phu Xuyen,ATM,"TT Phu Xuyen, H Phu Xuyen, Thanh Tri, Ha Noi,Viet Nam",Thi tran Phu Xuyen,Huyen Phu Xuyen,Thi tran,Huyen ,431,"tt. Phú Xuyên, Phú Xuyên, Hà Nội, Vietnam",20.7383765,105.9083056,APPROXIMATE,ChIJZwO3Nze2NTERZrwkZpoEDEE,"political,sublocality,sublocality_level_1",0,10,OK
2277,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"TT Phuc Tho, Phuc Tho, Ha Noi,Viet Nam",Thi tran Phuc Tho,Huyen Phuc Tho,Thi tran,Huyen ,286,"Phúc Thọ, Hanoi, Vietnam",21.1029672,105.5445064,APPROXIMATE,ChIJRf_muopYNDERh-laBM8FC9I,"political,sublocality,sublocality_level_1",0,1,OK
2278,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"TT Quoc Oai, Quoc Oai, Ha Noi,Viet Nam",Thi tran Quoc Oai,Huyen Quoc Oai,Thi tran,Huyen ,287,"Quốc Oai, Hanoi, Vietnam",20.9950369,105.6441852,APPROXIMATE,ChIJCQFGThxRNDERwvR7Ye0SygI,"administrative_area_level_3,political",0,2,OK
2279,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1591-Truong CD Truyen hinh,ATM,"TT Thuong Tin, H Thuong Tin,Ha Noi,Viet Nam",Thi tran Thuong Tin,Huyen Thuong Tin,Thi tran,Huyen ,432,"Thường Tín, Hanoi, Vietnam",20.8715715,105.8627913,APPROXIMATE,ChIJpzU0By6yNTERetqyKHiv2O4,"political,sublocality,sublocality_level_1",0,1,OK
2280,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"TT Tram Troi, Hoai Duc, Ha Noi,Viet Nam",Thi tran Tram Troi,Huyen Hoai Duc,Thi tran,Huyen ,288,"Trạm Trôi, Hoài Đức, Hanoi, Vietnam",21.068562,105.7101796,APPROXIMATE,ChIJZ0x-xcpVNDERiWAc7jXbMCY,"political,sublocality,sublocality_level_1",0,1,OK
